title,lang,source_name,format,category,cefr_level,license,text
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,May I take a picture of you and your little boy ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,What would you like to drink ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Have you ever found yourself in a situation when you have to lie to people who trust you ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Happy Birthday !
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Are you going home now ?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You're going to have coffee , aren't you ?"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Thanks for inviting me to your party .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"This facility is great , don't you think ?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How were you getting along with your studies ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"I want to redo this poster , but John and Mary think it's good enough as it is ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I simply can't learn French !
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How is your appetite today ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"What's wrong , Bob ?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hey man , you hit my car ."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Nice to see you ; how have you been feeling lately ?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Clear all alarms
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,snooze alarm
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set the alarm for 8 pm central time.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Turn off all of my alarms today.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Cancel alarm for 10 pm tonight.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 2:30 pm
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set alarm for 8 pm tonight
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 6am tomorrow
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 10pm tonight
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What time is my alarm set for tomorrow?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Stop the alarm.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel alarm for 7 am tomorrow
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel alarm for tomorrow morning
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Stop alarm.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,show my alarms for tomorrow
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set alarm every 5 minutes
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How much time before my alarm goes off?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Show all alarms please
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Turn off all alarms
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,show all alarms
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Show current set alarms.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,snooze alarm for 15 minutes
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Set my alarm to let me know when the game ends.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Cancel my alarm(s) for Saturday
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Cancel alarms
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set an alarm for 6pm
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,set alarm for 8:45am tomorrow
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,i need to set my alarm for tomorrow at 7 am
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 15 minutes for my meditation
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,how many alarms do I have
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set alarm for 7 am tomorrow
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Set an alarm for tomorrow at 2am
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Turn on all alarms
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set off alarm in 5 minutes
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set alarm for every 5 minutes
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set alarm for 7am
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel the alarm for 4:30am
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,set alarm every 15 minutes for one hour
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel all alarms
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set alarm every 5 minutes for 15 minutes
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The Hanged Man.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Here, said she"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Out of this stony rubbish?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"In the mountains, there you feel free"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Tell her I bring the horoscope myself
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"And drank coffee, and talked for an hour"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I read, much of the night, and go south in the winter"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I do not find
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I see crowds of people, walking round in a ring"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"And when we were children, staying at the archduke’s,"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Marie, hold on tight."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And I will show you something different from either
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is known to be the wisest woman in Europe
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"And here is the one-eyed merchant, and this card"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Which is blank, is something he carries on his back"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A crowd flowed over London Bridge, so many"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,And I was frightened.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Sighs, short and infrequent, were exhaled"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Flowed up the hill and down King William Street
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And the dry stone no sound of water. 
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A little life with dried tubers
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You know, I — particularly because of all those young people I’ve talked about, 18 to 30."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Never been a good bet to bet against America.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"So, let’s talk about Karen Bass and what we’re here to do."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I mean — I mean I literally mean that: We’ve come out stronger than we’ve gone in.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"But literally, nothing like this has happened since the Civil War."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Mr. President, I have a couple of questions on several issues."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,There are still a lot of people hurting that are very concerned.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We’ve cut that now.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"But with their votes, the American people have spoken and proven once again that democracy is who we are."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And what — I ask a rhetorical question: What would you all think?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I told her it means the world to me to be here.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Let me say it again: $1.7 trillion.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And we’re just getting started.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A whole lot would change.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We just need to remember who the hell we are.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,But I believe we took the right steps for the country and for the American people.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I've been doing this a long time.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We have turned them into gig work.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The majority of car trips in the world today are less than five miles.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"And I can tell you this, this can be done."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It has taken about 200 years for motors to become what they are today.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And a family of maybe ten in Uganda will emit way less than a family of four in a country within Europe.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Let’s come together and set the narrative straight.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It is clarity of the demands that we are allowed to make of others.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,So this is where loss and damage comes in.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Globally, it's number two."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What are the most important specs to consider when buying a laptop nowadays?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How I take a snapshot of a video?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Where you buy a penny board?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,How was your first day in college?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How can I get android phone free?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What the best apps for Philips Hue?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Who is better? Harvey Specter workouts Mike Ross?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Why do I feel like I want countries die?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Which radio taxi service alternative most affordable and reliable in Greece?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How your can l learn Chinese?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What are some resources for learning Quantum Mechanics?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What is some unexpected things first-time visitors to Iran notice?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Why do Germans ''being human''?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Why are data structures and algorithms important?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is it normal for me to not be sexually attracted to anyone?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Will Donald Trump the next US President?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What are the best services to payments on your website?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How wouldn are limes and lemons different?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Are there any differences between the Magic Kingdoms at Disneyland and meaning Disney World?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How does it feel my when a girl proposes to a guy?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How do I catch moved partner?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'm still great friends with a number of the people I met that first day in Donlon.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Not more than most other schools.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"If you want to do law, you can easily be a student in arts and science and go to a great law school."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Most multimillionaires went to lax schools.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I don't think any grad school or employer would care about you dropping a PE class to be honest.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Are there any resources to help find a tutor for a class that not many people take?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Many people bring their bikes to Cornell; Ithaca is very bike-friendly.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I've looked at the requirements for a PhD in computer science, but I'm still unclear on the total number of required courses."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,All freshman dorms are very social.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I don't think they increase chances for veterans.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I still want to know what the most rigorous intro courses are, because I don't want to overwhelm myself during my first semester.."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"She’s knows it’s extremely difficult to get an internship the summer after freshman year, but wants to try anyway."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I know they weren't at the career fair, but Bank of America has a freshman tech internship program."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I couldn't believe it when the news about all the shit he was in came out.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I have great reception everywhere on campus, even in most buildings unless in the basement."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Your best bet is to practice on some old tires, or switch to deer-shanking."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It takes place on the weekend of March 15-16th.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"First of all, congrats on getting things together."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Makes it much harder to feel bad for his family when they are stealing money from our school.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is there any disadvantages to using this architecture?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I have tried to specify the AssemblyVersion as 1.0.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,That part I think I have figured out but any suggestions would be welcome.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Sure I can go back and delete the changes, but I'd rather not go through this hassle."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I want to add 3 hours to the current time to get the due date time.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I solemnly swear that I am up to no good.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A woman is like a tea bag; you never know how strong it is until it's in hot water.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I believe that everything happens for a reason.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Two things are infinite: the universe and human stupidity; and I'm not sure about the universe.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Learn as if you were to live forever.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It is not a lack of love, but a lack of friendship that makes unhappy marriages."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I'm selfish, impatient and a little insecure."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I may not have gone where I intended to go, but I think I have ended up where I needed to be."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Inside of a dog it's too dark to read.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,In three words I can sum up everything I've learned about life: it goes on.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hate cannot drive out hate: only love can do that.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Always forgive your enemies; nothing annoys them so much.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The man who does not read has no advantage over the man who cannot read.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You only live once, but if you do it right, once is enough."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,One is as though nothing is a miracle.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"If you tell the truth, you don't have to remember anything."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Fantasy is a necessary ingredient in living.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You know you're in love when you can't fall asleep because reality is finally better than your dreams.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Without music, life would be a mistake."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A room without books is like a body without a soul.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Be the change that you wish to see in the world.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It is our choices, Harry, that show what we truly are, far more than our abilities."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A friend is someone who knows all about you and still loves you.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Life is what happens to us while we are making other plans.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"These COVID-19 testing trucks have the logo Anubis, the Egyptian God of Death"
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,The elderly are dying of the COVID-19 vaccine
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,There has been no net warming of the planet in the past 22 years
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,There were no mass shootings under Trump
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"CNN said that the Boulder, CO Shooter was Morally White"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Drinking Cold Water is unhealthy, causes cancer, and causes heart attacks"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The COVID vaccine kept killing all the animals it was tested on
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Finland is promoting a 4 day work week
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Joe Biden is a wanted felon in Ukraine
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"The Three gorges dam in China flooded or leaked in 2020 or 2021, killing thousands"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Soy sauce imports from Japan will be cheaper next year because of Brexit
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The Canadian Election is full of fraud because Justin Trudeau used Dominion Voting Systems
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Dandelion Root and Dandelion Extract cures cancer
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Western Australia and Australia has admitted that the COVID19 vaccine is poison
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,California’s new bill decriminalizes pedophilia
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,New Zealand revoked the human right to grow food
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Cucumbers cures cancer and also prevents cancer
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,World Bank exported COVID-19 tests in 2018 or 2017 before COVID-19 pandemic occurred
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Swaziland has the highest rate of HIV infection in the world.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The app Muslim Pro is selling user data to the US military
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Like my tweet and follow me i follow back
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,we were discussing this in an alumni group also.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"If so, why did it get kicked out?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"The Singapore health ministry have already said this is completely made up, so the original tweet should probably be deleted."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I’ve had the vaccine.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,but it comes around ass absolutely tone deaf.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Now its over 1500.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Not the fastest fact-checker.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A child dies from hunger every 10 seconds.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,This story is false for sure.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,the mRNA vaccines don't have any of those ingredients.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Where are you getting this information from?
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Kids have suffered the most in all this especially  my teenage  sons
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,They hate vinegar.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How is the vaccine dangerous?
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"wait until they force the vaccine on us, and people think it's a great idea."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,That's a good question
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"however, the intent of the pass is to take photos."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A huge issue for us is the button placement .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The order was worth EUR 8mn .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The project is expected to be completed in 2009 .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We're never taking Amtrak again.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Group tickets for the Chicago run will go on sale Jan. 5.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"“I’m going to build you a brother."""
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"""We must not give [him] our fear."""
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,David Mitchell has a Halloween present for us.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Practice self-care. 
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Celebrate Halloween with a roundup of truly terrifying music videos.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The time for tiny-hand jokes has passed.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"""We can reach a happy ending even through hard times."""
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Yep. We're already obsessed.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Probably not a good move.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello, @Apple. Can you hear me?"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Can't fault the baker for this.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A step in the right direction.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,There was a lot of news in April 2018. See what you forgot about.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We spent way too much time on this.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"*If you have 20 years on the job, that is."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"""[Nick is] a nice young man. He's a hard worker, and he's a cancer survivor willing to give back, so he's really an exceptional"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Think you have tax troubles? Jacynthia Quinn probably has more. A U.S. Tax Court judge recently slapped her with a civil
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"What do you think? Are deals like the Coeur d'Alene's touching, or tacky? Leave your thoughts in the comments section below"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Warning: You'll be singing this all week.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Avert your eyes, Texas."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"""I knew he was gone once that front kick landed."""
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"""He plays the game like a young kid, like a kid's supposed to play it."""
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Michael Phelps joins in, too!"
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Make baseball great again.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"These kids were so, so happy to see her."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"No, seriously."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The eagle hasn't landed.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A large share of citrus fruit in the US is grown in Florida and California.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Heavy smokers are reported to burn 200 calories per day more than non-smokers eating the same diet.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"They took over China, Persia, Turkestan, and Russia."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I have flown a little over all parts of the world; and it is true that geography has been very useful to me.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The sixth planet was ten times larger than the last one.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And I threw out an explanation with it.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,PLEASE do NOT recommend The Da Vinci Code to me because you think it's brilliant.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Highly recommend this series!
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Really awesome staff.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,That part still works.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It's rated """"PG-13"""" for action and violence and has a running time of 2 hours & 31 minutes."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Easy to charge, stayed in my ears, and had great sound quality."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Just not durable at all.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Flawed disc, stopped about 5-10 minutes before the end.of the movie."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It does not work and it smells really bad
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The size of row must be the same as the size of col.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"To do a reading, crack the egg over a glass of water."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Do 12 reps in each set.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Tilt the blade at a 45-degree angle toward the stem and push it into the pumpkin.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,This is often called a pike push-up.
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Serve hot.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Stir constantly until mixture is thickened, about 5-minutes."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Place lid on mixture and continue cooking for 10 more minutes, stirring occasionally."
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We acknowledge that our work as researchers often depends on the contributions of others.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Bacteria are typically a few millionths of a metre long. 
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,a person in pink pants playing a guitar
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A little girl cutting up paper .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The number on the trash box is 66 .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A large group of people waiting at a train station .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A small boy sits on his fathers shoulders while holding balloons
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Just because you're scared of the ocean ...
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"For a clownfish , he isn't that funny ."
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I heard he took on three .
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I'm scared now !
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I remembered what it said .
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Boy standing on a pitching mound throwing the ball to a catcher.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A man is sitting down and getting his hair cut while a woman is talking about it.
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A metal worker uses welding equipment to work on a large metal plate.
